path,filename,samplerate,channels,frames,duration_sec,source_dir
dataset/final/audio/Fur_elise_11.wav,Fur_elise_11.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_11__aug2_ts1.048_ps-0.91.wav,Fur_elise_11__aug2_ts1.048_ps-0.91.wav,44100,1,1073427,24.340748299319728,dataset/final/audio
dataset/final/audio/Fur_elise_12.wav,Fur_elise_12.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_13.wav,Fur_elise_13.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_14__aug2_ts0.974_ps0.15.wav,Fur_elise_14__aug2_ts0.974_ps0.15.wav,44100,1,1154083,26.16968253968254,dataset/final/audio
dataset/final/audio/Fur_elise_15.wav,Fur_elise_15.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_18.wav,Fur_elise_18.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_1__aug2_ts1.004_ps-0.27.wav,Fur_elise_1__aug2_ts1.004_ps-0.27.wav,44100,1,1120529,25.408820861678006,dataset/final/audio
dataset/final/audio/Fur_elise_20__aug2_ts0.968_ps-0.54.wav,Fur_elise_20__aug2_ts0.968_ps-0.54.wav,44100,1,1162179,26.35326530612245,dataset/final/audio
dataset/final/audio/Fur_elise_21.wav,Fur_elise_21.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_27__aug2_ts1.004_ps-0.95.wav,Fur_elise_27__aug2_ts1.004_ps-0.95.wav,44100,1,1119716,25.390385487528345,dataset/final/audio
dataset/final/audio/Fur_elise_28.wav,Fur_elise_28.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_30.wav,Fur_elise_30.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_30__aug2_ts1.046_ps-0.27.wav,Fur_elise_30__aug2_ts1.046_ps-0.27.wav,44100,1,1075610,24.390249433106575,dataset/final/audio
dataset/final/audio/Fur_elise_31__aug2_ts1.034_ps-0.04.wav,Fur_elise_31__aug2_ts1.034_ps-0.04.wav,44100,1,1087527,24.660476190476192,dataset/final/audio
dataset/final/audio/Fur_elise_32.wav,Fur_elise_32.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_32__aug1_ts0.958_ps0.32.wav,Fur_elise_32__aug1_ts0.958_ps0.32.wav,44100,1,1173267,26.60469387755102,dataset/final/audio
dataset/final/audio/Fur_elise_39.wav,Fur_elise_39.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_39__aug1_ts0.950_ps0.60.wav,Fur_elise_39__aug1_ts0.950_ps0.60.wav,44100,1,1183247,26.830997732426304,dataset/final/audio
dataset/final/audio/Fur_elise_40.wav,Fur_elise_40.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_43.wav,Fur_elise_43.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_47.wav,Fur_elise_47.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_49__aug2_ts0.957_ps0.88.wav,Fur_elise_49__aug2_ts0.957_ps0.88.wav,44100,1,1174782,26.63904761904762,dataset/final/audio
dataset/final/audio/Fur_elise_4__aug1_ts1.006_ps0.57.wav,Fur_elise_4__aug1_ts1.006_ps0.57.wav,44100,1,1118350,25.359410430839002,dataset/final/audio
dataset/final/audio/Fur_elise_56__aug1_ts0.978_ps-0.52.wav,Fur_elise_56__aug1_ts0.978_ps-0.52.wav,44100,1,1205810,27.342630385487528,dataset/final/audio
dataset/final/audio/Fur_elise_57.wav,Fur_elise_57.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_6.wav,Fur_elise_6.wav,44100,2,1124550,25.5,dataset/final/audio
dataset/final/audio/Fur_elise_6__aug2_ts1.048_ps-0.70.wav,Fur_elise_6__aug2_ts1.048_ps-0.70.wav,44100,1,1072560,24.32108843537415,dataset/final/audio
dataset/final/audio/Fur_elise_7__aug2_ts1.030_ps0.50.wav,Fur_elise_7__aug2_ts1.030_ps0.50.wav,44100,1,1092040,24.76281179138322,dataset/final/audio
dataset/final/audio/Fur_elise_9__aug1_ts1.024_ps0.95.wav,Fur_elise_9__aug1_ts1.024_ps0.95.wav,44100,1,1098212,24.902766439909296,dataset/final/audio
