time_stretch,pitch_shift,loudness_rms,spectral_centroid,source
1.03,0.5,0.0016621827380731702,11247.056627830854,1
1.03,0.5,0.0020720530301332474,11199.521822141905,1
1.03,0.5,0.0023029735311865807,11094.21679776166,1
1.03,0.5,0.0022607578430324793,11061.50864401466,1
1.03,0.5,0.0022266125306487083,11171.379358474662,1
1.03,0.5,0.002218762645497918,10893.545771905092,1
1.03,0.5,0.0022251917980611324,10751.613619477397,1
1.03,0.5,0.002214177744463086,10995.097140277954,1
1.03,0.5,0.0022385467309504747,10737.273228803922,1
1.03,0.5,0.002207842655479908,10632.89883218957,1
1.03,0.5,0.0021800913382321596,10956.309395787612,1
1.03,0.5,0.002173369051888585,10795.922875705768,1
1.03,0.5,0.0021686088293790817,10928.925540158833,1
1.03,0.5,0.002150340937077999,10970.141033626285,1
1.03,0.5,0.0021624676883220673,10622.417990422495,1
1.03,0.5,0.002191922627389431,10705.499994530379,1
1.03,0.5,0.002173618646338582,10814.067325023789,1
1.03,0.5,0.0021554252598434687,10831.819560768414,1
1.03,0.5,0.0021299957297742367,10739.306955419172,1
1.03,0.5,0.0021258043125271797,10802.711474605036,1
1.03,0.5,0.0021574953570961952,10784.786980242414,1
1.03,0.5,0.002165558049455285,10842.143776849745,1
1.03,0.5,0.0021506089251488447,10816.62910802222,1
1.03,0.5,0.002160560805350542,10882.174821294999,1
1.03,0.5,0.0021639843471348286,10764.0532180052,1
1.03,0.5,0.0022075893357396126,10735.0035757485,1
1.03,0.5,0.0021996779832988977,10914.303623288622,1
1.03,0.5,0.0021764826960861683,10657.657259435897,1
1.03,0.5,0.0021529796067625284,10646.04611530073,1
1.03,0.5,0.0021041161380708218,10836.439693296617,1
1.03,0.5,0.002082954393699765,10884.746233693266,1
1.03,0.5,0.0020499578677117825,11011.62581140372,1
1.03,0.5,0.002046529669314623,10908.34813934155,1
1.03,0.5,0.0020334592554718256,10772.536551015892,1
1.03,0.5,0.002032011514529586,10763.973013581006,1
1.03,0.5,0.0020375619642436504,11087.64985802853,1
1.03,0.5,0.0020853248424828053,10938.017304760833,1
1.03,0.5,0.0020860882941633463,11010.933522759526,1
1.03,0.5,0.0020827508997172117,11214.594027346837,1
1.03,0.5,0.00207537948153913,10932.391009030782,1
1.03,0.5,0.00204748404212296,10893.978533439291,1
1.03,0.5,0.002030965406447649,10927.559677681398,1
1.03,0.5,0.0020658306311815977,10990.460825832675,1
1.03,0.5,0.002060016617178917,10971.928524908031,1
1.03,0.5,0.002086911117658019,10888.492441272705,1
1.03,0.5,0.0020775911398231983,11192.074829126721,1
1.03,0.5,0.0020871611777693033,11263.82501232995,1
1.03,0.5,0.0020756511949002743,11004.47036286003,1
1.03,0.5,0.002048359951004386,11038.963263013538,1
1.03,0.5,0.002105219289660454,10815.839217402085,1
1.03,0.5,0.002166775055229664,11075.372843633515,1
1.03,0.5,0.002167490543797612,11227.962863732839,1
1.03,0.5,0.002193206688389182,11007.70537954053,1
1.03,0.5,0.0021457765251398087,11168.068364067505,1
1.03,0.5,0.002107481937855482,11015.12452772963,1
1.03,0.5,0.0020811764989048243,10921.015291225414,1
1.03,0.5,0.002085430547595024,10891.451813085752,1
1.03,0.5,0.0020677833817899227,10973.422276168345,1
1.03,0.5,0.002069084206596017,10865.691250170135,1
1.03,0.5,0.0020437510684132576,11010.661410428253,1
1.03,0.5,0.002054672222584486,11082.811454413928,1
1.03,0.5,0.0020185308530926704,11020.394309305662,1
1.03,0.5,0.002039879560470581,10924.724062188767,1
1.03,0.5,0.002026891801506281,11155.53488310843,1
1.03,0.5,0.002038209466263652,11225.7749408237,1
1.03,0.5,0.0020553909707814455,10981.669204056354,1
1.03,0.5,0.002044368302449584,10907.644819889963,1
1.03,0.5,0.002030367963016033,11159.157231804962,1
1.03,0.5,0.002038335893303156,11140.85822200372,1
1.03,0.5,0.0020304271019995213,11018.583186500407,1
1.03,0.5,0.0020376748871058226,11048.181843852251,1
1.03,0.5,0.002039578277617693,10939.283547520534,1
1.03,0.5,0.0020280673634260893,10927.795774647146,1
1.03,0.5,0.002047398127615452,11156.837745186165,1
1.03,0.5,0.0020521879196166992,11049.726440122351,1
1.03,0.5,0.002062273444607854,10933.150848708305,1
1.03,0.5,0.002086735563352704,10902.837717757342,1
1.03,0.5,0.0020833199378103018,10833.292359767178,1
1.03,0.5,0.0020968567114323378,11017.522775867503,1
1.03,0.5,0.0020691282115876675,11224.975075696708,1
1.03,0.5,0.0020726555958390236,11161.238063424706,1
1.03,0.5,0.0020383954979479313,11086.95436259443,1
1.03,0.5,0.002021573716774583,10881.208621172362,1
1.03,0.5,0.0019935956224799156,10872.06663823283,1
1.03,0.5,0.0019960387144237757,10990.540582341644,1
1.03,0.5,0.0019900784827768803,11053.78662088051,1
1.03,0.5,0.002012830227613449,11075.369496957524,1
1.03,0.5,0.002039565471932292,10860.310761083068,1
1.03,0.5,0.0020730008836835623,11015.856993098532,1
1.03,0.5,0.0020770009141415358,10981.361021952767,1
1.03,0.5,0.0020686958450824022,10795.114284669446,1
1.03,0.5,0.0020616580732166767,10704.115611483494,1
1.03,0.5,0.002047749236226082,10854.631008396253,1
1.03,0.5,0.002026120899245143,10965.01895714433,1
1.03,0.5,0.0020163406152278185,10769.853369660392,1
1.03,0.5,0.0019954463932663202,11063.867685849911,1
1.03,0.5,0.0020276596769690514,10937.40262612156,1
1.03,0.5,0.002010332653298974,10813.997348257517,1
1.03,0.5,0.0020391892176121473,11064.516726949203,1
1.03,0.5,0.0020412327721714973,11144.885897680737,1
1.03,0.5,0.0020326259545981884,11235.319427456401,1
1.03,0.5,0.002063767286017537,10958.333475202526,1
1.03,0.5,0.002052058232948184,10924.612181663422,1
1.03,0.5,0.002087478991597891,10772.741698487567,1
1.03,0.5,0.00206750282086432,10926.7407821553,1
1.03,0.5,0.002072818810120225,11011.549541662263,1
