time_stretch,pitch_shift,loudness_rms,spectral_centroid,source
1.048,-0.7,0.001837124233134091,10611.597528536371,1
1.048,-0.7,0.0022850255481898785,10628.345205105717,1
1.048,-0.7,0.002587342169135809,10564.32828488671,1
1.048,-0.7,0.00257588317617774,10615.013152758725,1
1.048,-0.7,0.002572262194007635,10911.569620161208,1
1.048,-0.7,0.0025469816755503416,10711.014999228164,1
1.048,-0.7,0.002567897317931056,10758.91371697608,1
1.048,-0.7,0.0026084412820637226,10619.203188394024,1
1.048,-0.7,0.0025618032086640596,10570.438166657397,1
1.048,-0.7,0.002577409613877535,10447.808449212676,1
1.048,-0.7,0.002585926791653037,10698.89977260025,1
1.048,-0.7,0.0025880460161715746,10731.781250292075,1
1.048,-0.7,0.0025846778880804777,10720.246042811103,1
1.048,-0.7,0.0025729506742209196,10899.660253146545,1
1.048,-0.7,0.0025413776747882366,10575.415678846432,1
1.048,-0.7,0.0025340523570775986,10590.727281413878,1
1.048,-0.7,0.0025495425797998905,10842.790152880334,1
1.048,-0.7,0.0025017077568918467,10809.283910798069,1
1.048,-0.7,0.0024897116236388683,10716.064566671754,1
1.048,-0.7,0.0024261458311229944,10746.595702278348,1
1.048,-0.7,0.0024109152145683765,10805.639074332583,1
1.048,-0.7,0.002404597820714116,11108.617088484996,1
1.048,-0.7,0.0024060739669948816,11120.070945120717,1
1.048,-0.7,0.0023875588085502386,10667.130288194003,1
1.048,-0.7,0.0023495983332395554,10636.360795169689,1
1.048,-0.7,0.0023915162310004234,10970.276178426764,1
1.048,-0.7,0.0023864496033638716,10877.723903602851,1
1.048,-0.7,0.002352494979277253,10707.165277055761,1
1.048,-0.7,0.0023390220012515783,11011.726385926017,1
1.048,-0.7,0.0023216388653963804,10624.954047837417,1
1.048,-0.7,0.0023556044325232506,10889.579713821222,1
1.048,-0.7,0.0023555036168545485,11217.591633819819,1
1.048,-0.7,0.00241070450283587,10974.921020791151,1
1.048,-0.7,0.0023799086920917034,10957.914147213087,1
1.048,-0.7,0.002319988561794162,10901.960072621025,1
1.048,-0.7,0.002320444444194436,10989.275463750573,1
1.048,-0.7,0.0023357952013611794,11133.130667261074,1
1.048,-0.7,0.002386527368798852,11065.324127788746,1
1.048,-0.7,0.002405989682301879,11122.687029381628,1
1.048,-0.7,0.0023594077210873365,11126.390843540486,1
1.048,-0.7,0.002348459092900157,10832.455973581647,1
1.048,-0.7,0.0023118129465729,10888.123813406344,1
1.048,-0.7,0.002313929609954357,10835.463248801476,1
1.048,-0.7,0.002377699129283428,10927.383583642099,1
1.048,-0.7,0.002357922727242112,10836.217275468764,1
1.048,-0.7,0.0023750681430101395,10748.323861496872,1
1.048,-0.7,0.0023835613392293453,10942.0076125616,1
1.048,-0.7,0.002371653448790312,10976.28557905228,1
1.048,-0.7,0.0024383922573179007,10798.938783112386,1
1.048,-0.7,0.005089259706437588,10033.707872395416,1
1.048,-0.7,0.009256334975361824,7369.931340786284,1
1.048,-0.7,0.027225976809859276,5123.772990910472,1
1.048,-0.7,0.06225837394595146,3012.061017799904,1
1.048,-0.7,0.0916556864976883,2097.3261589453523,1
1.048,-0.7,0.10347313433885574,1935.2747428510056,1
1.048,-0.7,0.10357289761304855,2273.4162736634667,1
1.048,-0.7,0.07492267340421677,2702.563079291346,1
1.048,-0.7,0.05680132657289505,3335.1579603195114,1
1.048,-0.7,0.04561496153473854,3903.1674007843812,1
1.048,-0.7,0.04064835608005524,4328.21188695767,1
1.048,-0.7,0.037024810910224915,4412.563980558392,1
1.048,-0.7,0.03459896892309189,4711.203843601068,1
1.048,-0.7,0.03181162849068642,5056.3515843115065,1
1.048,-0.7,0.029259126633405685,5108.1015841527405,1
1.048,-0.7,0.027473995462059975,5304.470003169001,1
1.048,-0.7,0.02550186961889267,5662.096146952722,1
1.048,-0.7,0.024162935093045235,5656.690121799513,1
1.048,-0.7,0.023155299946665764,5722.5045639996215,1
1.048,-0.7,0.0339486338198185,4690.647866900977,1
1.048,-0.7,0.04520738124847412,3145.3182327252853,1
1.048,-0.7,0.05782463401556015,2568.571205616318,1
1.048,-0.7,0.0625394806265831,2454.0279032912313,1
1.048,-0.7,0.08042754232883453,2582.5103971243357,1
1.048,-0.7,0.09783568233251572,2256.3537276538304,1
1.048,-0.7,0.1079619973897934,2303.7357448959,1
1.048,-0.7,0.11116986721754074,2623.0958205794745,1
1.048,-0.7,0.10184682905673981,3002.6894398919285,1
1.048,-0.7,0.0936327651143074,3312.8911016169986,1
1.048,-0.7,0.08721384406089783,3410.8537273597967,1
1.048,-0.7,0.08127952367067337,3602.963772164647,1
1.048,-0.7,0.07603131979703903,3762.9876446149174,1
1.048,-0.7,0.07073033601045609,3779.285412529169,1
1.048,-0.7,0.06299437582492828,3860.8906593566426,1
1.048,-0.7,0.05626777559518814,4427.230931604483,1
1.048,-0.7,0.046722620725631714,4641.30738243697,1
1.048,-0.7,0.04158793389797211,4826.367233414159,1
1.048,-0.7,0.04151437431573868,4114.507089751056,1
1.048,-0.7,0.05174822360277176,3179.9074509765787,1
1.048,-0.7,0.09027594327926636,2531.0342115807807,1
1.048,-0.7,0.09591952711343765,1980.5268776875703,1
1.048,-0.7,0.09692532569169998,2258.923642637355,1
1.048,-0.7,0.0837509036064148,2904.0455605595475,1
1.048,-0.7,0.05674908310174942,3272.513700091259,1
1.048,-0.7,0.04404570534825325,4468.000128141676,1
1.048,-0.7,0.03416609764099121,4638.2283246850975,1
1.048,-0.7,0.031231757253408432,4813.408061806269,1
1.048,-0.7,0.029629472643136978,5238.725848815762,1
1.048,-0.7,0.02667154371738434,5342.985757092378,1
1.048,-0.7,0.02462317980825901,5780.626249406303,1
1.048,-0.7,0.02254653535783291,5857.558212012353,1
1.048,-0.7,0.020704016089439392,6094.0782024996715,1
1.048,-0.7,0.0195420254021883,6521.500336236024,1
1.048,-0.7,0.0187953170388937,6178.196847406196,1
1.048,-0.7,0.024904964491724968,5438.138336766018,1
1.048,-0.7,0.03755781054496765,4142.679652342805,1
1.048,-0.7,0.05046507716178894,3126.2856142476435,1
1.048,-0.7,0.05609354004263878,2687.6532290833375,1
1.048,-0.7,0.061333995312452316,3056.8835321753113,1
1.048,-0.7,0.06299374997615814,2954.334060026853,1
1.048,-0.7,0.07851292192935944,3051.1739760444425,1
1.048,-0.7,0.08125162124633789,3060.7202383673175,1
1.048,-0.7,0.0811057984828949,3307.6455278045423,1
1.048,-0.7,0.0751553401350975,3960.413052113149,1
1.048,-0.7,0.06481548398733139,4056.817089192809,1
1.048,-0.7,0.060020048171281815,4197.246166120216,1
1.048,-0.7,0.055083274841308594,4429.887183150082,1
1.048,-0.7,0.04977501556277275,4738.029740693223,1
1.048,-0.7,0.04506886750459671,4904.9532525995,1
1.048,-0.7,0.0392555296421051,5170.288088004565,1
1.048,-0.7,0.03548283129930496,5298.384379788313,1
1.048,-0.7,0.03247617557644844,4555.69158777215,1
1.048,-0.7,0.03504473716020584,3795.2673287818798,1
1.048,-0.7,0.037711918354034424,3099.7115023107053,1
1.048,-0.7,0.06346717476844788,2807.3232675531654,1
1.048,-0.7,0.0932198092341423,2401.928109697139,1
1.048,-0.7,0.11186890304088593,2314.216911523172,1
1.048,-0.7,0.12224287539720535,2606.095006503998,1
1.048,-0.7,0.11326762288808823,2837.600387246475,1
1.048,-0.7,0.10196603089570999,3075.52753460642,1
1.048,-0.7,0.09262794256210327,3330.0674983265517,1
1.048,-0.7,0.0861871987581253,3287.896155586678,1
1.048,-0.7,0.08065031468868256,3413.814523502299,1
1.048,-0.7,0.07275158911943436,3635.0700407743807,1
1.048,-0.7,0.06625720113515854,3996.765693132764,1
1.048,-0.7,0.060262661427259445,4159.532033580339,1
1.048,-0.7,0.0601067841053009,3855.805183955967,1
1.048,-0.7,0.07440494000911713,3421.870931189802,1
1.048,-0.7,0.11940646916627884,2380.050955558782,1
1.048,-0.7,0.15532836318016052,1779.0919902295839,1
1.048,-0.7,0.18404926359653473,1646.9270453505924,1
1.048,-0.7,0.2311667650938034,1739.8535809388359,1
1.048,-0.7,0.23419061303138733,1504.56691786527,1
1.048,-0.7,0.24569115042686462,1625.0071216747613,1
1.048,-0.7,0.2243325412273407,1752.7392697064201,1
1.048,-0.7,0.21024620532989502,1837.982686311192,1
1.048,-0.7,0.2038905918598175,1877.5965341524197,1
1.048,-0.7,0.19839324057102203,1922.7590158397497,1
1.048,-0.7,0.19190454483032227,2060.7537136228584,1
1.048,-0.7,0.18507671356201172,2137.6893868726456,1
1.048,-0.7,0.17974241077899933,2201.770972065125,1
1.048,-0.7,0.17586152255535126,2230.590167632343,1
1.048,-0.7,0.1724911481142044,2215.102996404994,1
1.048,-0.7,0.1701660007238388,2237.262930180763,1
1.048,-0.7,0.16815857589244843,2286.09248984932,1
1.048,-0.7,0.16078437864780426,2203.6233350824778,1
1.048,-0.7,0.16211174428462982,2133.07352650494,1
1.048,-0.7,0.2214503288269043,1705.5079078111985,1
1.048,-0.7,0.33292245864868164,1395.3538664183277,1
1.048,-0.7,0.44976308941841125,1253.7423320572102,1
1.048,-0.7,0.5042643547058105,1173.981051174041,1
1.048,-0.7,0.5277014374732971,1212.6693079426948,1
1.048,-0.7,0.4965890347957611,1299.5755176638017,1
1.048,-0.7,0.45862269401550293,1366.9088949519678,1
1.048,-0.7,0.4477291703224182,1393.9349765018308,1
1.048,-0.7,0.43805015087127686,1398.9403419176351,1
1.048,-0.7,0.4246012270450592,1416.3496130224328,1
1.048,-0.7,0.413491815328598,1457.5085664532617,1
1.048,-0.7,0.4019753336906433,1474.7070752620089,1
1.048,-0.7,0.39129340648651123,1486.8768111964002,1
1.048,-0.7,0.3785287141799927,1513.3106542725013,1
1.048,-0.7,0.36747899651527405,1470.0779524440773,1
1.048,-0.7,0.3674364686012268,1369.7063345423583,1
1.048,-0.7,0.3443782329559326,1266.1020652603659,1
1.048,-0.7,0.2996711730957031,1356.3242097609025,1
1.048,-0.7,0.2408723086118698,1515.504143983603,1
1.048,-0.7,0.20162633061408997,1800.8763476794893,1
