time_stretch,pitch_shift,loudness_rms,spectral_centroid,source
1.0,0.0,0.0004296060942579061,10480.381359194678,0
1.0,0.0,0.0005324368248693645,10261.093427941549,0
1.0,0.0,0.0005941456183791161,10301.562485621504,0
1.0,0.0,0.0005979214911349118,10684.636900676767,0
1.0,0.0,0.0005951884086243808,10599.353403447592,0
1.0,0.0,0.0006135485600680113,10467.303795965032,0
1.0,0.0,0.0006263384129852057,10331.53512929218,0
1.0,0.0,0.0006396013195626438,10363.329391234754,0
1.0,0.0,0.0006037545390427113,10162.470134688632,0
1.0,0.0,0.0006121747428551316,10650.77544055322,0
1.0,0.0,0.0005677029839716852,10611.7480936338,0
1.0,0.0,0.0005731842247769237,10971.622341098695,0
1.0,0.0,0.0005636141868308187,10921.356717107241,0
1.0,0.0,0.0005816462216898799,10731.63434094958,0
1.0,0.0,0.00057652045506984,10553.529969132234,0
1.0,0.0,0.0006045348127372563,10712.866959345007,0
1.0,0.0,0.000600683968514204,10478.314670154221,0
1.0,0.0,0.0006053282413631678,10270.131835266737,0
1.0,0.0,0.0006140274344943464,10300.07115536138,0
1.0,0.0,0.0005962370778433979,10884.133270187545,0
1.0,0.0,0.0005750870332121849,10728.490942460568,0
1.0,0.0,0.0005610819207504392,10555.858216217694,0
1.0,0.0,0.0005608274950645864,10466.013147400074,0
1.0,0.0,0.000545332208275795,10611.7598459932,0
1.0,0.0,0.0005537745309993625,10699.930027367822,0
1.0,0.0,0.0005565768224187195,10569.604227570178,0
1.0,0.0,0.0005730316042900085,10481.325427910464,0
1.0,0.0,0.0005782941007055342,10670.421734210271,0
1.0,0.0,0.0005824463441967964,10672.537997043713,0
1.0,0.0,0.0005795605247840285,10621.810188912483,0
1.0,0.0,0.0005781059735454619,10718.52661091495,0
1.0,0.0,0.0005642413161695004,10632.37067209071,0
1.0,0.0,0.0005588303320109844,10741.636454977835,0
1.0,0.0,0.0005540865240618587,10879.785073806499,0
1.0,0.0,0.0005513203213922679,10973.663269500059,0
1.0,0.0,0.0005540718557313085,10685.23354302064,0
1.0,0.0,0.0005776130128651857,10420.760056989442,0
1.0,0.0,0.000585844274610281,10484.024447806989,0
1.0,0.0,0.0005888731102459133,10688.690193721566,0
1.0,0.0,0.0005893337656743824,10827.48835593315,0
1.0,0.0,0.0005915877991355956,10537.878805234448,0
1.0,0.0,0.0005911511252634227,10705.525702826286,0
1.0,0.0,0.0005746289389207959,10442.053234522878,0
1.0,0.0,0.0005751635180786252,10635.400747566171,0
1.0,0.0,0.0005879836971871555,10660.168542029314,0
1.0,0.0,0.0005865817656740546,10673.32741722809,0
1.0,0.0,0.0005835698684677482,10481.06044527758,0
1.0,0.0,0.0005690756370313466,10839.160284724156,0
1.0,0.0,0.0005701741902157664,10891.833534230858,0
1.0,0.0,0.0005861906101927161,10410.546782532627,0
1.0,0.0,0.000596232246607542,10344.051023964726,0
1.0,0.0,0.0005813252064399421,10674.002392352013,0
1.0,0.0,0.0005582692101597786,10608.57020517763,0
1.0,0.0,0.0005566392210312188,10620.111007698917,0
1.0,0.0,0.000557213497813791,10463.55625890503,0
1.0,0.0,0.0005617713904939592,10549.900929640142,0
1.0,0.0,0.0005981967551633716,10560.515907753303,0
