time_stretch,pitch_shift,loudness_rms,spectral_centroid,source
1.046,-0.27,0.0013696905225515366,10633.4472140587,1
1.046,-0.27,0.001720000640489161,10550.539894246052,1
1.046,-0.27,0.001926857978105545,10403.405854719353,1
1.046,-0.27,0.0018974427366629243,10399.997347563258,1
1.046,-0.27,0.0018667556578293443,10195.007445349886,1
1.046,-0.27,0.0018670588033273816,10352.973971402796,1
1.046,-0.27,0.0019042931962758303,10554.625485210634,1
1.046,-0.27,0.0019546039402484894,10297.166996212214,1
1.046,-0.27,0.0019507324323058128,10295.798961053215,1
1.046,-0.27,0.0019507078686729074,10159.31628593421,1
1.046,-0.27,0.0019389615627005696,10336.36269382299,1
1.046,-0.27,0.0019364390755072236,10436.71096701003,1
1.046,-0.27,0.0019131769658997655,10143.285577783008,1
1.046,-0.27,0.0018859361298382282,10300.98887285236,1
1.046,-0.27,0.0018475389806553721,10237.876221931583,1
1.046,-0.27,0.0018806897569447756,10284.944939794732,1
1.046,-0.27,0.0018694102764129639,10253.060473244706,1
1.046,-0.27,0.0018533376278355718,10269.082678050478,1
1.046,-0.27,0.0019243803108111024,10187.81193545746,1
1.046,-0.27,0.0018415661761537194,10255.277105536015,1
1.046,-0.27,0.0017598222475498915,10279.431851107718,1
1.046,-0.27,0.0016366962809115648,10356.928788006473,1
1.046,-0.27,0.0014994151424616575,10312.244670260443,1
1.046,-0.27,0.0015285213012248278,10562.166701450096,1
1.046,-0.27,0.001557527226395905,10572.924483779887,1
1.046,-0.27,0.0015441306168213487,10602.659460845243,1
1.046,-0.27,0.0015751024475321174,10677.72384596111,1
1.046,-0.27,0.001603154232725501,10548.13627796201,1
1.046,-0.27,0.0016093648737296462,10397.244577610667,1
1.046,-0.27,0.0015659730415791273,10377.271832117322,1
1.046,-0.27,0.0015317247016355395,10611.5354374733,1
1.046,-0.27,0.0014891420723870397,10336.990941092572,1
1.046,-0.27,0.00150765641592443,10475.80958063822,1
1.046,-0.27,0.0014667717041447759,10663.19683560909,1
1.046,-0.27,0.001446192734874785,10787.572232797505,1
1.046,-0.27,0.0014677220024168491,10489.343896407521,1
1.046,-0.27,0.0015240012435242534,10345.05695159739,1
1.046,-0.27,0.0015308107249438763,10414.769692239428,1
1.046,-0.27,0.0015245089307427406,10306.30346252162,1
1.046,-0.27,0.0014607118209823966,10226.263411972148,1
1.046,-0.27,0.0014471141621470451,10401.91128640649,1
1.046,-0.27,0.0014540585689246655,10797.267723137491,1
1.046,-0.27,0.0014655528357252479,10767.36883761322,1
1.046,-0.27,0.001491924049332738,10669.98450983116,1
1.046,-0.27,0.0014811971923336387,10447.451587414518,1
1.046,-0.27,0.0014539372641593218,10525.421805411741,1
1.046,-0.27,0.001452342956326902,10676.89464835327,1
1.046,-0.27,0.0014706893125548959,10749.576157726813,1
1.046,-0.27,0.0014623966999351978,10514.843323147175,1
1.046,-0.27,0.0014355877647176385,10447.421634555889,1
