time_stretch,pitch_shift,loudness_rms,spectral_centroid,source
0.95,0.6,0.0015491467202082276,10695.968794827384,1
0.95,0.6,0.001878787879832089,10843.020489941671,1
0.95,0.6,0.0020529460161924362,10919.565645677894,1
0.95,0.6,0.0020247206557542086,10883.489324651786,1
0.95,0.6,0.0020089559257030487,11106.516917457913,1
0.95,0.6,0.001993738580495119,10729.33423490365,1
0.95,0.6,0.001995338127017021,10934.681176059832,1
0.95,0.6,0.001992657082155347,10798.539996787964,1
0.95,0.6,0.0019543925300240517,10646.544006788716,1
0.95,0.6,0.0019508833065629005,10663.50373875705,1
0.95,0.6,0.0019439167808741331,10695.598312058311,1
0.95,0.6,0.0019103187369182706,10797.84302737518,1
0.95,0.6,0.001933980151079595,11053.22947657404,1
0.95,0.6,0.001964512513950467,11105.364397588575,1
0.95,0.6,0.0019575299229472876,11049.271228104477,1
0.95,0.6,0.001956544816493988,10853.109506937008,1
0.95,0.6,0.001931111211888492,10788.602810968805,1
0.95,0.6,0.001954037230461836,10689.088827470747,1
0.95,0.6,0.0019577464554458857,10726.815492251644,1
0.95,0.6,0.0019473652355372906,10809.556399858982,1
0.95,0.6,0.0019356250995770097,11022.69848142128,1
0.95,0.6,0.0019203925039619207,11010.836231253326,1
0.95,0.6,0.001929113524965942,10599.098544554043,1
0.95,0.6,0.0019480587216094136,10832.761911166903,1
0.95,0.6,0.0019354141550138593,10989.853684176147,1
0.95,0.6,0.0019033473217859864,10686.795328240152,1
0.95,0.6,0.0019340619910508394,10763.4705849083,1
0.95,0.6,0.0019864956848323345,10832.00895384711,1
0.95,0.6,0.002005464630201459,10804.088229751607,1
0.95,0.6,0.0019603015389293432,10826.72911574851,1
0.95,0.6,0.0019035822479054332,11026.938780553584,1
0.95,0.6,0.0019409642554819584,10877.199280776036,1
0.95,0.6,0.0019394636619836092,10773.195062709923,1
0.95,0.6,0.0019495961023494601,11037.602303790563,1
0.95,0.6,0.001869440427981317,11085.34224952183,1
0.95,0.6,0.0018657578621059656,10680.514336411996,1
0.95,0.6,0.0018079535802826285,10691.299660856852,1
0.95,0.6,0.0017925109714269638,10757.252293665635,1
0.95,0.6,0.0018146649235859513,10794.244983064948,1
0.95,0.6,0.0018217461183667183,10970.109433208343,1
0.95,0.6,0.0018601547926664352,11046.05388260003,1
0.95,0.6,0.0019009290263056755,10859.498335586286,1
0.95,0.6,0.001916860812343657,10866.431230167222,1
0.95,0.6,0.0019090607529506087,10918.118562506352,1
0.95,0.6,0.0018285259138792753,11155.764190419406,1
0.95,0.6,0.0018152177799493074,10856.718970321876,1
0.95,0.6,0.001808499451726675,10923.661248527234,1
0.95,0.6,0.0018491065129637718,10888.666211955933,1
0.95,0.6,0.0018805782310664654,10813.82019735041,1
0.95,0.6,0.001895939465612173,10657.564209020624,1
0.95,0.6,0.0019003350753337145,10874.290492673652,1
0.95,0.6,0.0018549012020230293,10741.93020194671,1
0.95,0.6,0.0018382734851911664,10766.277715904596,1
0.95,0.6,0.0018323591211810708,10587.781648995508,1
0.95,0.6,0.0018442890141159296,10774.349272798168,1
0.95,0.6,0.001847391133196652,10912.632048789166,1
0.95,0.6,0.001843461999669671,11065.523215621062,1
0.95,0.6,0.0018631531856954098,11073.350475353633,1
0.95,0.6,0.0018829030450433493,11039.008442573604,1
0.95,0.6,0.001906789024360478,11014.410254527918,1
0.95,0.6,0.0018951433012261987,11060.356200496417,1
0.95,0.6,0.0018929600482806563,10790.257924280148,1
0.95,0.6,0.0018669606652110815,10542.418435431633,1
0.95,0.6,0.0018323555123060942,10419.509728938197,1
0.95,0.6,0.0018098818836733699,10913.480867430419,1
0.95,0.6,0.0018127496587112546,10882.027016283899,1
0.95,0.6,0.0018638032488524914,11072.394710686462,1
0.95,0.6,0.0018738670041784644,11010.144565511524,1
0.95,0.6,0.001862606848590076,10861.154063991235,1
0.95,0.6,0.0018601876217871904,10796.267778701636,1
0.95,0.6,0.0018562624463811517,10883.113247573048,1
0.95,0.6,0.0018204061780124903,10723.108508084857,1
0.95,0.6,0.0018418922554701567,10813.333563677907,1
0.95,0.6,0.0018543973565101624,10943.50482615615,1
0.95,0.6,0.0018287848215550184,10890.140394576028,1
0.95,0.6,0.001867693499661982,11023.752742857663,1
0.95,0.6,0.0018833541544154286,10756.66790286641,1
0.95,0.6,0.0018916073022410274,10593.28851017961,1
0.95,0.6,0.0019273933721706271,10812.37353252108,1
0.95,0.6,0.0018956712447106838,11011.561983113595,1
0.95,0.6,0.0018704466056078672,11077.18379683648,1
0.95,0.6,0.0018701289081946015,11200.821802641538,1
0.95,0.6,0.0018850653432309628,11056.11275289325,1
0.95,0.6,0.001893591252155602,10991.031292361771,1
0.95,0.6,0.0018836365779861808,11065.98455486438,1
0.95,0.6,0.0018263926031067967,10939.457021677243,1
0.95,0.6,0.0018186508677899837,11169.296416729829,1
0.95,0.6,0.0018268871353939176,10873.177098366015,1
0.95,0.6,0.0018643888179212809,10761.755475722914,1
0.95,0.6,0.0019083040533587337,10973.12701349613,1
0.95,0.6,0.0018857403192669153,11008.98465689969,1
0.95,0.6,0.0018859325209632516,10904.230107225378,1
0.95,0.6,0.0018771617906168103,10937.39561319347,1
0.95,0.6,0.0018559240270406008,10706.499045024302,1
0.95,0.6,0.0018659757915884256,10883.283767772074,1
0.95,0.6,0.0018307713326066732,11093.04964640862,1
0.95,0.6,0.0017976476810872555,11014.574094328227,1
0.95,0.6,0.0018126200884580612,10774.254468385841,1
0.95,0.6,0.0018381092231720686,10886.655776800813,1
0.95,0.6,0.0018887437181547284,11169.035301308893,1
0.95,0.6,0.001886047888547182,11059.410786810226,1
0.95,0.6,0.0018826981540769339,10834.57856726001,1
0.95,0.6,0.0018357462249696255,11032.402746991991,1
0.95,0.6,0.0018243485828861594,10926.467134986364,1
0.95,0.6,0.0017960210097953677,10729.363380861978,1
0.95,0.6,0.001819995348341763,11028.497766121394,1
0.95,0.6,0.0018490791553631425,11100.71280558534,1
0.95,0.6,0.001841651275753975,10679.852937925694,1
0.95,0.6,0.0018241722136735916,10760.387223112979,1
0.95,0.6,0.0017840806394815445,11010.422199733235,1
0.95,0.6,0.0017969919135794044,11070.942150504172,1
0.95,0.6,0.001833927002735436,10985.725700912797,1
0.95,0.6,0.0018550228560343385,11046.056609622698,1
0.95,0.6,0.0018862830474972725,11050.728353282406,1
0.95,0.6,0.0019165825797244906,10923.641805358136,1
0.95,0.6,0.0019127867417410016,10958.572860376335,1
0.95,0.6,0.0019515564199537039,11120.586097862964,1
0.95,0.6,0.0019197690999135375,11246.165368341326,1
0.95,0.6,0.0019198877271264791,11125.964309439127,1
0.95,0.6,0.0018756157951429486,10996.657953916374,1
0.95,0.6,0.0019036855082958937,11021.21030642715,1
0.95,0.6,0.0018812885973602533,10924.946239156867,1
0.95,0.6,0.0018941768212243915,11001.96882132794,1
0.95,0.6,0.0019108394626528025,10967.858881062159,1
0.95,0.6,0.001907896832562983,10659.326124454159,1
0.95,0.6,0.0019406919600442052,10866.310734134127,1
0.95,0.6,0.0019202849362045527,10864.148856504818,1
0.95,0.6,0.001904069446027279,10793.67320783779,1
0.95,0.6,0.0018605601508170366,10796.646576967474,1
0.95,0.6,0.0018777663353830576,10821.767615783698,1
0.95,0.6,0.0018779096426442266,10703.067853649778,1
